table	categories	attribute(s)	effect_size	loocv_effect_sizes	missing
vectors1990	good vs. bad	schizophrenic	-0.7799873159184205	[-0.753279228370404, -0.7799873159184203, -0.7799873159184203, -0.7799873159184203, -0.8323599002201637, -0.7799873159184203, -0.799493669119273, -0.7337558345148529, -0.7799873159184203, -0.7799873159184203, -0.7427840895314992, -0.7376742459120365, -0.8097501373741128, -0.7767142462845736, -0.7799873159184203, -0.7621985059682019]	['schizophrenic', 'schizophrenic', 'dopamine', 'praecox', 'dysfunction', 'impairment', 'splitpersonality', 'euphoric', 'yucky']
vectors1800	good vs. bad	short	0.3088731177586497	[0.30887311775864973, 0.13341326940862666, 0.30887311775864973, 0.30887311775864973, 0.3073886787384028, 0.30887311775864973, 0.358373301713786, 0.30887311775864973, 0.30887311775864973]	['pipsqueak', 'euphoric', 'yucky']
vectors1810	good vs. bad	short	-0.33883098674713186	[-0.3388309867471318, -0.4549853985138543, 0.16713084734175368, -0.3388309867471318, 0.23553458205593286, -0.3388309867471318, -0.3774451318708061, -0.3388309867471318, -0.3388309867471318]	['pipsqueak', 'euphoric', 'yucky']
vectors1820	good vs. bad	short	-0.3796936889948338	[-0.3796936889948338, -0.4304166137235807, -0.29712028341888674, -0.3796936889948338, -0.3263606252407115, -0.3796936889948338, -0.3247128075631374, -0.3796936889948338, -0.3796936889948338]	['pipsqueak', 'euphoric', 'yucky']
vectors1830	good vs. bad	short	-0.11846619938152597	[-0.11846619938152603, -0.16756916312934494, -0.2147514719062482, -0.11846619938152603, 0.015506833447357026, -0.11846619938152603, -0.029193912535662905, -0.11846619938152603, -0.11846619938152603]	['pipsqueak', 'euphoric', 'yucky']
vectors1840	good vs. bad	short	0.0020495288363004175	[0.041376942894532316, -0.07389716445776141, -0.05546994283576903, 0.0020495288363004305, 0.05230040008066219, 0.0020495288363004305, 0.05544734377464553, 0.0020495288363004305, 0.0020495288363004305]	['pipsqueak', 'euphoric', 'yucky']
vectors1850	good vs. bad	short	0.10545311641790531	[0.09492463850711727, 0.0032077300720899176, 0.15088905988928702, 0.10545311641790531, 0.12241640918690404, 0.10545311641790531, 0.10502547222111129, 0.14372215418309303, 0.10545311641790531]	['pipsqueak', 'euphoric', 'yucky']
vectors1860	good vs. bad	short	0.046905639506195175	[0.08707529336819997, -0.05701928856053791, 0.11267951836408518, 0.04690563950619512, 0.016642491684647695, 0.04690563950619512, 0.07269267545224509, 0.05737973428337211, 0.04690563950619512]	['pipsqueak', 'euphoric', 'yucky']
vectors1870	good vs. bad	short	0.22068426051532955	[0.22068426051532958, 0.17739549450432424, 0.2410387555304485, 0.22068426051532958, 0.19618403714511348, 0.22068426051532958, 0.2616609734933415, 0.19397137364540212, 0.22068426051532958]	['pipsqueak', 'euphoric', 'yucky']
vectors1880	good vs. bad	short	0.1740039406754065	[0.20667893084372896, 0.0810826996557456, 0.18719892903139004, 0.17400394067540648, 0.19600480399670023, 0.17400394067540648, 0.20239272216792945, 0.14107315119393307, 0.17400394067540648]	['pipsqueak', 'euphoric', 'yucky']
vectors1890	good vs. bad	short	-0.133365255661064	[-0.09387399150235308, -0.2865182562377603, -0.10887066266810289, -0.13336525566106405, -0.1282063861761608, -0.09143939746051646, -0.17416962312696796, -0.028483877393728544, -0.13336525566106405]	['pipsqueak', 'euphoric', 'yucky']
vectors1900	good vs. bad	short	-0.0818947197030077	[-0.08909892798472592, -0.2065370149234643, -0.015022187110293102, -0.08189471970300764, -0.032032408625286196, 0.016775061512352984, -0.07956127434597868, -0.15470904211609907, -0.08189471970300764]	['pipsqueak', 'euphoric', 'yucky']
vectors1910	good vs. bad	short	0.35329144928935863	[0.3778654239784606, 0.2930818411694759, 0.45066255161763175, 0.3532914492893587, 0.3144870576334621, 0.3481948811924335, 0.3455059337545924, 0.2950800514713716, 0.3532914492893587]	['pipsqueak', 'euphoric', 'yucky']
vectors1920	good vs. bad	short	0.08444409613189258	[0.0015680105211158684, 0.1508649766614855, 0.187448067816196, 0.0844440961318925, 0.09373335036555698, 0.09927701137942324, 0.04342470192689217, 0.004577274092297858, 0.0844440961318925]	['pipsqueak', 'euphoric', 'yucky']
vectors1930	good vs. bad	short	0.17523269327290628	[0.0863126114286923, 0.03633162292279504, 0.23078757407908163, 0.17523269327290625, 0.15370964517852825, 0.2037997928659102, 0.1993815141572088, 0.27399156710976535, 0.17523269327290625]	['pipsqueak', 'euphoric', 'yucky']
vectors1940	good vs. bad	short	0.3034855612306157	[0.22641697495200985, 0.1895030372350451, 0.4796784555594301, 0.3034855612306156, 0.34057327008480537, 0.27401842600515997, 0.3344769670031028, 0.2422107928147721, 0.3034855612306156]	['pipsqueak', 'euphoric', 'yucky']
vectors1950	good vs. bad	short	-0.07306418103507581	[-0.1665251795929352, -0.17468493906807556, -0.0027045865975854158, -0.0730641810350758, -0.029868250034132668, -0.10440253659884091, 0.03156369867266284, -0.03860913290542182, -0.0730641810350758]	['pipsqueak', 'euphoric', 'yucky']
vectors1960	good vs. bad	short	0.29332108960819503	[0.21726576108987355, 0.22031164644283838, 0.4058938242086, 0.2933210896081949, 0.24718075869175052, 0.24045969156871405, 0.37468824874375395, 0.29757790159862985, 0.2933210896081949]	['pipsqueak', 'euphoric', 'yucky']
vectors1970	good vs. bad	short	0.2949034375417101	[0.19739643817389818, 0.19951291148666697, 0.40418699209212294, 0.2949034375417101, 0.3275016357152995, 0.27266365856181773, 0.32146424289934233, 0.29228081824477264, 0.2949034375417101]	['pipsqueak', 'euphoric', 'yucky']
vectors1980	good vs. bad	short	0.46646033449550506	[0.4129910345438417, 0.4224582930335951, 0.6116657171450158, 0.4664603344955049, 0.4805914627695025, 0.3305548816368251, 0.47317815901430454, 0.447543057843013, 0.4664603344955049]	['pipsqueak', 'euphoric', 'yucky']
vectors1990	good vs. bad	short	0.503513039569762	[0.468034369739575, 0.40911372349228026, 0.6014449454612214, 0.5035130395697625, 0.41676048144985356, 0.4150860042908156, 0.5256390045164235, 0.5560606044394821, 0.5444641595186811]	['pipsqueak', 'euphoric', 'yucky']
vectors1800	good vs. bad	mute		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1810	good vs. bad	mute	-0.35172187728929727	[-0.3517218772892971, -0.3517218772892971, -0.3517218772892971, -0.3517218772892971, -0.3517218772892971, -0.3517218772892971, -0.3517218772892971, -0.3517218772892971, -0.3517218772892971, -0.3517218772892971, nan, -0.3517218772892971, -0.3517218772892971, -0.3517218772892971, -0.3517218772892971]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1820	good vs. bad	mute	-0.29054628846714475	[-0.29054628846714486, -0.29054628846714486, -0.29054628846714486, -0.29054628846714486, -0.29054628846714486, -0.29054628846714486, -0.29054628846714486, -0.29054628846714486, -0.29054628846714486, -0.4881394647219253, 0.49106884040134724, -0.10271043767729138, -0.29054628846714486, -0.3239793849359861, -0.29054628846714486]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1830	good vs. bad	mute	-0.1858745025558792	[-0.18587450255587912, -0.18587450255587912, -0.18587450255587912, -0.18587450255587912, -0.18587450255587912, -0.18587450255587912, -0.18587450255587912, -0.18587450255587912, -0.18587450255587912, -0.3314139653780944, 0.03206581822778949, -0.022739131806816717, -0.18587450255587912, -0.3176007397352147, -0.18587450255587912]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1840	good vs. bad	mute	-0.19896956101439808	[-0.19896956101439808, -0.19896956101439808, -0.19896956101439808, -0.19896956101439808, -0.19896956101439808, -0.19896956101439808, -0.19896956101439808, -0.19896956101439808, -0.19896956101439808, -0.4897535863464753, 0.02980633808511737, -0.23409601557828424, -0.19896956101439808, -0.026044711692199272, -0.19896956101439808]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1850	good vs. bad	mute	-0.01301276650436138	[-0.013012766504361593, -0.013012766504361593, 0.03208736878360682, -0.013012766504361593, -0.013012766504361593, -0.013012766504361593, -0.013012766504361593, -0.013012766504361593, -0.013012766504361593, -0.16942262733222654, -0.0015744026653640776, -0.05377368421979483, 0.04619662343171121, 0.08347125661790855, -0.013012766504361593]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1860	good vs. bad	mute	-0.2795803177713543	[-0.27958031777135445, -0.27958031777135445, -0.21039211718777087, -0.27958031777135445, -0.27958031777135445, -0.27958031777135445, -0.27958031777135445, -0.27958031777135445, -0.27958031777135445, -0.43366532740270475, -0.30447372802081385, -0.3353870133846845, -0.1798365690931843, -0.12475607025287266, -0.27958031777135445]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1870	good vs. bad	mute	-0.05168449310565179	[-0.051684493105651964, -0.051684493105651964, -0.08742259822944222, -0.051684493105651964, -0.051684493105651964, -0.051684493105651964, -0.051684493105651964, -0.051684493105651964, -0.051684493105651964, -0.2401662875685448, 0.007101199690099732, -0.02383747878308034, -0.01589392453639239, 0.05504512593892776, -0.051684493105651964]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1880	good vs. bad	mute	-0.17635585029507114	[-0.17635585029507128, -0.17635585029507128, -0.21922371562108978, -0.17635585029507128, -0.17635585029507128, -0.14370794571013612, -0.18821579335132524, -0.17635585029507128, -0.17635585029507128, -0.3210379513840008, -0.140998878479931, -0.17431716230387478, -0.09669323167022834, -0.10171383292985549, -0.17635585029507128]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1890	good vs. bad	mute	-0.15759966678366427	[-0.1575996667836643, -0.1575996667836643, -0.05864642626453893, -0.1575996667836643, -0.1575996667836643, -0.07373783143210878, -0.1992593633944502, -0.1575996667836643, -0.1575996667836643, -0.3593447829011979, -0.15563095451006762, -0.1957269933421232, -0.061125134834046066, -0.1124113179623587, -0.1575996667836643]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1900	good vs. bad	mute	-0.23400776199308274	[-0.234007761993083, -0.234007761993083, -0.24354231733588297, -0.1344392994477943, -0.234007761993083, -0.1857108928282328, -0.25449048488917103, -0.234007761993083, -0.234007761993083, -0.39476213138096666, -0.21881690641337168, -0.28027534666899523, -0.15356696179939058, -0.20523886727723242, -0.234007761993083]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1910	good vs. bad	mute	-0.14690615863435807	[-0.1469061586343581, -0.1469061586343581, -0.09323893048216297, -0.1469061586343581, -0.1469061586343581, -0.04452612976428807, -0.25240251887666343, -0.1469061586343581, -0.1469061586343581, -0.296129421222922, -0.15096360866226388, -0.16155328711632305, -0.07025894794847522, -0.09221533268986466, -0.1469061586343581]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1920	good vs. bad	mute	-0.3289803733084663	[-0.32898037330846636, -0.32898037330846636, -0.27073538397266705, -0.20035623387308676, -0.32898037330846636, -0.3477456833641368, -0.3596903305377871, -0.32898037330846636, -0.32898037330846636, -0.51105483325211, -0.3422981440250822, -0.38545920525661953, -0.22712696997248547, -0.271434416988698, -0.32898037330846636]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1930	good vs. bad	mute	-0.27943771957398156	[-0.2794377195739816, -0.2794377195739816, -0.21158260831029163, -0.2153821650076257, -0.2794377195739816, -0.2393498529234574, -0.3730718080365176, -0.2794377195739816, -0.2794377195739816, -0.43766358840640235, -0.27832727275104097, -0.3382631698349993, -0.21234626582736651, -0.17154904795128548, -0.2794377195739816]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1940	good vs. bad	mute	-0.20264979242514367	[-0.20264979242514347, -0.20264979242514347, -0.15015911540628005, -0.20264979242514347, -0.20264979242514347, -0.10953793126952632, -0.22537779100154096, -0.20264979242514347, -0.20264979242514347, -0.38111369415254037, -0.23788619786848997, -0.24614614093279347, -0.13257690146348322, -0.09804132038327192, -0.20264979242514347]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1950	good vs. bad	mute	-0.4044761759108378	[-0.4044761759108377, -0.4044761759108377, -0.3837688807160574, -0.2960684975174931, -0.4044761759108377, -0.34873441526621785, -0.47331389110862065, -0.4044761759108377, -0.4044761759108377, -0.5279376025419161, -0.4045609030959136, -0.494578496215527, -0.32510451247398026, -0.3372214831252863, -0.4044761759108377]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1960	good vs. bad	mute	-0.3890536348004347	[-0.3890536348004351, -0.3890536348004351, -0.323444163544482, -0.3164322060577768, -0.43983274832555225, -0.31662246168131425, -0.4128096740521804, -0.3890536348004351, -0.3890536348004351, -0.523610115351041, -0.3626462138958505, -0.46400037811818357, -0.34558970708802883, -0.34256963325497364, -0.3890536348004351]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1970	good vs. bad	mute	-0.32980576070625006	[-0.3298057607062498, -0.3298057607062498, -0.32064293987219855, -0.2561914808783179, -0.3841838382551766, -0.2547148688331683, -0.3491042181180459, -0.3298057607062498, -0.3298057607062498, -0.46863885766899016, -0.3057012793567351, -0.38629604447030835, -0.2528146597972251, -0.280444922862014, -0.3298057607062498]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1980	good vs. bad	mute	-0.3771871711633372	[-0.3771871711633373, -0.3771871711633373, -0.30062173912936, -0.2615799031213118, -0.4119243981846928, -0.33123250237463875, -0.3983699573562751, -0.3983325195765367, -0.3771871711633373, -0.4877606322259297, -0.35808024229383806, -0.4409796671273255, -0.3726904978741034, -0.34454539473250073, -0.3771871711633373]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1990	good vs. bad	mute	-0.4457543807348168	[-0.44575438073481655, -0.44575438073481655, -0.3763736352216335, -0.3232452014235241, -0.5104294614573062, -0.4569975646728543, -0.48109902962027534, -0.46956711182084665, -0.44575438073481655, -0.5651373588032487, -0.43693129691731586, -0.5204777316198861, -0.34250957717965563, -0.374960124495584, -0.44575438073481655]	['lesion', 'aphonia', 'mutism', 'dysarthria', 'wernicke', 'paraphasia', 'euphoric', 'yucky']
vectors1800	good vs. bad	stroke		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1810	good vs. bad	stroke		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1820	good vs. bad	stroke		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1830	good vs. bad	stroke		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1840	good vs. bad	stroke	-0.11950401902442695	[-0.11950401902442698, -0.11950401902442698, -0.11950401902442698, -0.11950401902442698, -0.11950401902442698, -0.11950401902442698, -0.11950401902442698, -0.11950401902442698, -0.11950401902442698, nan, -0.11950401902442698, -0.11950401902442698]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1850	good vs. bad	stroke	-0.2253865497015879	[-0.22538654970158786, -0.22538654970158786, -0.22538654970158786, -0.22538654970158786, -0.22538654970158786, -0.22538654970158786, -0.22538654970158786, -0.22538654970158786, -0.22538654970158786, nan, -0.22538654970158786, -0.22538654970158786]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1860	good vs. bad	stroke	-0.39066221981627086	[-0.390662219816271, -0.390662219816271, -0.390662219816271, -0.390662219816271, -0.390662219816271, -0.390662219816271, -0.390662219816271, -0.390662219816271, -0.390662219816271, nan, -0.390662219816271, -0.390662219816271]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1870	good vs. bad	stroke	-0.6960850599100467	[-0.6960850599100467, -0.6960850599100467, -0.6960850599100467, -0.6960850599100467, -0.6960850599100467, -0.6960850599100467, -0.6960850599100467, -0.6960850599100467, -0.6960850599100467, nan, -0.6960850599100467, -0.6960850599100467]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1880	good vs. bad	stroke	-0.611440826647529	[-0.6114408266475292, -0.6114408266475292, -0.6114408266475292, -0.6114408266475292, -0.6114408266475292, -0.6114408266475292, -0.6114408266475292, -0.6114408266475292, -0.6114408266475292, nan, -0.6114408266475292, -0.6114408266475292]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1890	good vs. bad	stroke	-0.5060551726910404	[-0.5060551726910403, -0.4195205495745923, -0.5060551726910403, -0.5060551726910403, -0.5060551726910403, -0.5060551726910403, -0.5060551726910403, -0.5060551726910403, -0.5060551726910403, -0.4171762604350301, -0.5060551726910403, -0.5060551726910403]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1900	good vs. bad	stroke	-0.5874922926397171	[-0.5874922926397175, -0.6896923331312543, -0.5874922926397175, -0.5874922926397175, -0.5874922926397175, -0.5874922926397175, -0.5874922926397175, -0.5874922926397175, -0.5874922926397175, -0.35764094271063157, -0.5874922926397175, -0.5874922926397175]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1910	good vs. bad	stroke	-0.2284752907104722	[-0.22847529071047204, -0.22847529071047204, -0.22847529071047204, -0.22847529071047204, -0.22847529071047204, -0.22847529071047204, -0.22847529071047204, -0.22847529071047204, -0.22847529071047204, nan, -0.22847529071047204, -0.22847529071047204]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1920	good vs. bad	stroke	-0.4124369889882583	[-0.4124369889882581, -0.43857500419416207, -0.4124369889882581, -0.4124369889882581, -0.4124369889882581, -0.4124369889882581, -0.4124369889882581, -0.4124369889882581, -0.4124369889882581, -0.21292101641632005, -0.4124369889882581, -0.4124369889882581]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1930	good vs. bad	stroke	-0.38707811929350394	[-0.387078119293504, -0.45416154445798995, -0.387078119293504, -0.387078119293504, -0.387078119293504, -0.387078119293504, -0.387078119293504, -0.387078119293504, -0.387078119293504, -0.21177228309004678, -0.387078119293504, -0.387078119293504]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1940	good vs. bad	stroke	-0.3155302548378202	[-0.3155302548378201, -0.3471269937635053, -0.3155302548378201, -0.3155302548378201, -0.3155302548378201, -0.3155302548378201, -0.3155302548378201, -0.3155302548378201, -0.3155302548378201, -0.18916532974457598, -0.3155302548378201, -0.3155302548378201]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1950	good vs. bad	stroke	-0.17801618059096266	[-0.17801618059096241, -0.2649422783395888, -0.17801618059096241, -0.17801618059096241, -0.17801618059096241, -0.17801618059096241, -0.17801618059096241, -0.17801618059096241, -0.17801618059096241, -0.01415848695444371, -0.17801618059096241, -0.17801618059096241]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1960	good vs. bad	stroke	-0.6690982919389173	[-0.6690982919389171, -0.7231110311107534, -0.6690982919389171, -0.6690982919389171, -0.6690982919389171, -0.6690982919389171, -0.6690982919389171, -0.6690982919389171, -0.6690982919389171, -0.21586639422681664, -0.6690982919389171, -0.6690982919389171]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1970	good vs. bad	stroke	-0.6597087287683462	[-0.6597087287683461, -0.8153222661484154, -0.6597087287683461, -0.6597087287683461, -0.6597087287683461, -0.6597087287683461, -0.6597087287683461, -0.2245344965830436, -0.6597087287683461, -0.6237980943101353, -0.6597087287683461, -0.6597087287683461]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1980	good vs. bad	stroke	-0.8492526920684531	[-0.849252692068453, -0.9417507257773678, -0.849252692068453, -0.849252692068453, -0.8699384153403137, -0.849252692068453, -0.849252692068453, -0.7209803114736736, -0.849252692068453, -0.8465618882886782, -0.849252692068453, -0.7799200022169749]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1990	good vs. bad	stroke	-0.8257521991497894	[-0.8257521991497891, -0.8518724530174769, -0.937828791547254, -0.8257521991497891, -0.838633094896602, -0.8257521991497891, -0.8257521991497891, -0.7150726557877488, -0.8257521991497891, -0.8373346818295053, -0.8257521991497891, -0.7141996118863005]	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1800	good vs. bad	unattractive		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['euphoric', 'yucky']
vectors1810	good vs. bad	unattractive		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['euphoric', 'yucky']
vectors1820	good vs. bad	unattractive		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['euphoric', 'yucky']
vectors1830	good vs. bad	unattractive	-0.11600519583548025	[-0.11600519583548027, -0.11600519583548027, -0.17193417913750292, -0.11600519583548027, -0.11600519583548027, -0.11600519583548027, -0.11600519583548027, -0.11600519583548027, -0.11600519583548027, -0.11600519583548027, -0.11600519583548027, -0.08171865586067337, -0.11600519583548027, -0.11600519583548027, -0.11600519583548027, -0.11600519583548027, -0.08171865586067337, -0.11600519583548027]	['euphoric', 'yucky']
vectors1840	good vs. bad	unattractive	-0.1772934640851505	[-0.17729346408515045, -0.17729346408515045, -0.17848170127376176, -0.17729346408515045, -0.17729346408515045, -0.17729346408515045, -0.17729346408515045, -0.17729346408515045, -0.17729346408515045, -0.17729346408515045, -0.17729346408515045, -0.1753053998230714, -0.17729346408515045, -0.17729346408515045, -0.17729346408515045, -0.17729346408515045, -0.1753053998230714, -0.17729346408515045]	['euphoric', 'yucky']
vectors1850	good vs. bad	unattractive	-0.050088941066733915	[-0.051903423764700696, -0.05008894106673372, -0.03779486140288777, -0.05008894106673372, -0.05008894106673372, -0.05008894106673372, -0.05008894106673372, -0.05008894106673372, -0.05008894106673372, -0.05817143831417463, -0.05008894106673372, -0.04627101788510301, -0.05008894106673372, -0.05008894106673372, -0.05008894106673372, -0.058171438314174644, -0.04627101788510301, -0.05008894106673372]	['euphoric', 'yucky']
vectors1860	good vs. bad	unattractive	-0.22602853746098808	[-0.23486357142014397, -0.22602853746098803, -0.21621711565439022, -0.22602853746098803, -0.22602853746098803, -0.22602853746098803, -0.22602853746098803, -0.22602853746098803, -0.22602853746098803, -0.23587778007523127, -0.22602853746098803, -0.20880139619731997, -0.22602853746098803, -0.22602853746098803, -0.22602853746098803, -0.23587778007523127, -0.20880139619732008, -0.22602853746098803]	['euphoric', 'yucky']
vectors1870	good vs. bad	unattractive	-0.14218731040459975	[-0.1453544924580305, -0.14218731040459975, -0.11348343886208614, -0.14218731040459975, -0.14218731040459975, -0.14218731040459975, -0.14218731040459975, -0.14218731040459975, -0.14218731040459975, -0.1477045351690954, -0.14218731040459975, -0.146999983685706, -0.14218731040459975, -0.14218731040459975, -0.14218731040459975, -0.1477045351690954, -0.146999983685706, -0.14218731040459975]	['euphoric', 'yucky']
vectors1880	good vs. bad	unattractive	-0.3959302060375966	[-0.3834149287067446, -0.39593020603759665, -0.39403502263195833, -0.39593020603759665, -0.39593020603759665, -0.40734021037587764, -0.3832810533998092, -0.39593020603759665, -0.39593020603759665, -0.3951573721840539, -0.39593020603759665, -0.38844283554755904, -0.39593020603759665, -0.4079635159597305, -0.39593020603759665, -0.3951573721840539, -0.38844283554755904, -0.4079635159597303]	['euphoric', 'yucky']
vectors1890	good vs. bad	unattractive	-0.5372892483673875	[-0.5369748910738281, -0.5372892483673876, -0.5403534826690449, -0.5372892483673876, -0.5734733891798904, -0.5479207192016217, -0.5131121467318579, -0.5606080085405163, -0.5372892483673876, -0.5238159764389976, -0.5405916262656654, -0.5083428772723595, -0.5372892483673876, -0.5405924576899157, -0.5405916262656656, -0.5238159764389976, -0.5083428772723595, -0.5405924576899162]	['euphoric', 'yucky']
vectors1900	good vs. bad	unattractive	-0.6174311304582156	[-0.5885744313943077, -0.6174311304582153, -0.6129374301065056, -0.6174311304582153, -0.6442383811595249, -0.6162378027033018, -0.5967326226581737, -0.6514464968056299, -0.6174311304582153, -0.6024035059189914, -0.6286694807246628, -0.5880098218968086, -0.6174311304582153, -0.6316973295015544, -0.6286694807246628, -0.6024035059189914, -0.5880098218968081, -0.6316973295015547]	['euphoric', 'yucky']
vectors1910	good vs. bad	unattractive	-0.536635387089059	[-0.5470093337148171, -0.5366353870890588, -0.5457561147930066, -0.5366353870890588, -0.5703536603671703, -0.5425961240274753, -0.515125722987135, -0.5366353870890588, -0.5366353870890588, -0.5382758862387325, -0.5164706881461681, -0.509162428339358, -0.5366353870890588, -0.5464304360015139, -0.5164706881461681, -0.5382758862387325, -0.5091624283393579, -0.5464304360015139]	['euphoric', 'yucky']
vectors1920	good vs. bad	unattractive	-0.723563715247618	[-0.7262149437684622, -0.7342520506116551, -0.7341547188194443, -0.708065243244574, -0.734887535741429, -0.7145567689372527, -0.7005106944342266, -0.7427953927238655, -0.7235637152476184, -0.722985848638241, -0.7161546059928156, -0.6879091696622218, -0.7235637152476184, -0.7454887347633024, -0.7161546059928156, -0.722985848638241, -0.6879091696622218, -0.7454887347633024]	['euphoric', 'yucky']
vectors1930	good vs. bad	unattractive	-0.6188963832096345	[-0.6001511621510567, -0.6188963832096346, -0.6045680180945242, -0.6150479349275014, -0.6541856465377747, -0.62314118660936, -0.5955123810034502, -0.651498160628276, -0.6188963832096346, -0.6083643610896005, -0.618381253895157, -0.6003447878502374, -0.6188963832096346, -0.6264657275848667, -0.6183812538951566, -0.6083643610896005, -0.6003447878502374, -0.626465727584867]	['euphoric', 'yucky']
vectors1940	good vs. bad	unattractive	-0.6772057998085189	[-0.6646742757027896, -0.6772057998085185, -0.6978819018362689, -0.6905064809536243, -0.6952951321410477, -0.6726088349070882, -0.6606764831970954, -0.7173939648759169, -0.6772057998085185, -0.6802475829110013, -0.6658685008416506, -0.6374105507439426, -0.6772057998085185, -0.6803105349425902, -0.6658685008416507, -0.6802475829110013, -0.6374105507439426, -0.68031053494259]	['euphoric', 'yucky']
vectors1950	good vs. bad	unattractive	-0.7898772019108705	[-0.7741635147408745, -0.811387874902718, -0.7918309605490343, -0.7933570388848799, -0.8308766647151762, -0.8041155902004756, -0.7686920035479013, -0.8017936869898692, -0.7898772019108709, -0.775023276241774, -0.783393213074234, -0.7728829139262647, -0.7898772019108709, -0.7844466894055568, -0.7833932130742342, -0.7750232762417739, -0.7728829139262647, -0.7844466894055568]	['euphoric', 'yucky']
vectors1960	good vs. bad	unattractive	-0.7711015744171673	[-0.7580427305873667, -0.772198653342943, -0.7725793029683132, -0.7570614230851213, -0.8029491612954228, -0.7734306066717613, -0.7437546685831662, -0.7859772269728053, -0.7711015744171673, -0.7688892704519658, -0.7722383039417885, -0.7463937523914712, -0.7741802562737625, -0.7799453330148782, -0.7722383039417884, -0.7688892704519658, -0.7463937523914713, -0.7799453330148782]	['euphoric', 'yucky']
